49° 15.02949' N,[49, 15.02949, 'N'],2° 26.79086' E,[2, 26.79086, 'E'],72.8,0.974152 km/h,03/09/24 ;
49° 15.02949' N,[49, 15.02949, 'N'],2° 26.79086' E,[2, 26.79086, 'E'],72.8,0.974152 km/h,03/09/24 ;
49° 15.02949' N,[49, 15.02949, 'N'],2° 26.79086' E,[2, 26.79086, 'E'],72.8,0.974152 km/h,03/09/24 ;
49° 15.02949' N,[49, 15.02949, 'N'],2° 26.79086' E,[2, 26.79086, 'E'],72.8,0.974152 km/h,03/09/24 ;
49° 15.02949' N,[49, 15.02949, 'N'],2° 26.79086' E,[2, 26.79086, 'E'],72.8,0.974152 km/h,03/09/24 ;
49° 15.02949' N,[49, 15.02949, 'N'],2° 26.79086' E,[2, 26.79086, 'E'],72.8,1.146388 km/h,03/09/24 ;
49° 15.02943' N,[49, 15.02943, 'N'],2° 26.79042' E,[2, 26.79042, 'E'],71.9,1.146388 km/h,03/09/24 ;
49° 15.02943' N,[49, 15.02943, 'N'],2° 26.79042' E,[2, 26.79042, 'E'],71.9,1.146388 km/h,03/09/24 ;
49° 15.02943' N,[49, 15.02943, 'N'],2° 26.79042' E,[2, 26.79042, 'E'],71.9,1.146388 km/h,03/09/24 ; 
49° 15.02943' N,[49, 15.02943, 'N'],2° 26.79042' E,[2, 26.79042, 'E'],71.9,1.146388 km/h,03/09/24 ;
49° 15.02943' N,[49, 15.02943, 'N'],2° 26.79042' E,[2, 26.79042, 'E'],71.9,1.146388 km/h,03/09/24 ; 
49° 15.02943' N,[49, 15.02943, 'N'],2° 26.79042' E,[2, 26.79042, 'E'],71.9,1.146388 km/h,03/09/24 ;
49° 15.02943' N,[49, 15.02943, 'N'],2° 26.79042' E,[2, 26.79042, 'E'],71.9,1.146388 km/h,03/09/24 ;
49° 15.02943' N,[49, 15.02943, 'N'],2° 26.79042' E,[2, 26.79042, 'E'],71.9,0.757468 km/h,03/09/24 ;
49° 15.02939' N,[49, 15.02939, 'N'],2° 26.79035' E,[2, 26.79035, 'E'],71.1,0.757468 km/h,03/09/24 ; 
49° 15.02939' N,[49, 15.02939, 'N'],2° 26.79035' E,[2, 26.79035, 'E'],71.1,0.757468 km/h,03/09/24 ;
49° 15.02939' N,[49, 15.02939, 'N'],2° 26.79035' E,[2, 26.79035, 'E'],71.1,0.757468 km/h,03/09/24 ; 
49° 15.02939' N,[49, 15.02939, 'N'],2° 26.79035' E,[2, 26.79035, 'E'],71.1,0.757468 km/h,03/09/24 ;
